Meßstelle;Meßdatum;Abstich;GW-Stand ( m NN );UTM_X;UTM_Y;Hoehe_ROK;Gelaendehoehe
NP-051;21.01.2023;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;22.01.2023;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;23.01.2023;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;24.01.2023;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;25.01.2023;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;26.01.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;27.01.2023;1,45;66,98;32603308,11;5792500,322;68,43;68,6
NP-051;28.01.2023;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;29.01.2023;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;30.01.2023;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;31.01.2023;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;01.02.2023;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;02.02.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;03.02.2023;1,41;67,02;32603308,11;5792500,322;68,43;68,6
NP-051;04.02.2023;1,41;67,02;32603308,11;5792500,322;68,43;68,6
NP-051;05.02.2023;1,40;67,03;32603308,11;5792500,322;68,43;68,6
NP-051;06.02.2023;1,41;67,02;32603308,11;5792500,322;68,43;68,6
NP-051;07.02.2023;1,41;67,02;32603308,11;5792500,322;68,43;68,6
NP-051;08.02.2023;1,41;67,02;32603308,11;5792500,322;68,43;68,6
NP-051;09.02.2023;1,41;67,02;32603308,11;5792500,322;68,43;68,6
NP-051;10.02.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;11.02.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;12.02.2023;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;13.02.2023;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;14.02.2023;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;15.02.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;16.02.2023;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;17.02.2023;1,44;66,99;32603308,11;5792500,322;68,43;68,6
NP-051;18.02.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;19.02.2023;1,40;67,03;32603308,11;5792500,322;68,43;68,6
NP-051;20.02.2023;1,39;67,04;32603308,11;5792500,322;68,43;68,6
NP-051;21.02.2023;1,40;67,03;32603308,11;5792500,322;68,43;68,6
NP-051;22.02.2023;1,41;67,02;32603308,11;5792500,322;68,43;68,6
NP-051;23.02.2023;1,41;67,02;32603308,11;5792500,322;68,43;68,6
NP-051;24.02.2023;1,39;67,04;32603308,11;5792500,322;68,43;68,6
NP-051;25.02.2023;1,41;67,02;32603308,11;5792500,322;68,43;68,6
NP-051;26.02.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;27.02.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;28.02.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;01.03.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;02.03.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;03.03.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;04.03.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;05.03.2023;1,42;67,01;32603308,11;5792500,322;68,43;68,6
NP-051;06.03.2023;1,42;67,01;32603308,11;5792500,322;68,43;68,6
NP-051;07.03.2023;1,41;67,02;32603308,11;5792500,322;68,43;68,6
NP-051;08.03.2023;1,42;67,01;32603308,11;5792500,322;68,43;68,6
NP-051;09.03.2023;1,43;67,00;32603308,11;5792500,322;68,43;68,6
NP-051;10.03.2023;1,34;67,09;32603308,11;5792500,322;68,43;68,6
NP-051;11.03.2023;1,21;67,22;32603308,11;5792500,322;68,43;68,6
NP-051;12.03.2023;1,15;67,28;32603308,11;5792500,322;68,43;68,6
NP-051;13.03.2023;1,18;67,25;32603308,11;5792500,322;68,43;68,6
NP-051;14.03.2023;1,21;67,22;32603308,11;5792500,322;68,43;68,6
NP-051;15.03.2023;1,21;67,22;32603308,11;5792500,322;68,43;68,6
NP-051;16.03.2023;1,24;67,19;32603308,11;5792500,322;68,43;68,6
NP-051;17.03.2023;1,28;67,15;32603308,11;5792500,322;68,43;68,6
NP-051;18.03.2023;1,32;67,11;32603308,11;5792500,322;68,43;68,6
NP-051;19.03.2023;1,32;67,11;32603308,11;5792500,322;68,43;68,6
NP-051;20.03.2023;1,32;67,11;32603308,11;5792500,322;68,43;68,6
NP-051;21.03.2023;1,34;67,09;32603308,11;5792500,322;68,43;68,6
NP-051;22.03.2023;1,34;67,09;32603308,11;5792500,322;68,43;68,6
NP-051;23.03.2023;1,35;67,08;32603308,11;5792500,322;68,43;68,6
NP-051;24.03.2023;1,35;67,08;32603308,11;5792500,322;68,43;68,6
NP-051;25.03.2023;1,36;67,07;32603308,11;5792500,322;68,43;68,6
NP-051;26.03.2023;1,36;67,07;32603308,11;5792500,322;68,43;68,6
NP-051;27.03.2023;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;28.03.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;29.03.2023;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;30.03.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;31.03.2023;1,36;67,07;32603308,11;5792500,322;68,43;68,6
NP-051;01.04.2023;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;02.04.2023;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;03.04.2023;1,36;67,07;32603308,11;5792500,322;68,43;68,6
NP-051;04.04.2023;1,35;67,08;32603308,11;5792500,322;68,43;68,6
NP-051;05.04.2023;1,36;67,07;32603308,11;5792500,322;68,43;68,6
NP-051;06.04.2023;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;07.04.2023;1,37;67,06;32603308,11;5792500,322;68,43;68,6
NP-051;08.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;09.04.2023;1,39;67,04;32603308,11;5792500,322;68,43;68,6
NP-051;10.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;11.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;12.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;13.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;14.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;15.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;16.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;17.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;18.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;19.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;20.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;21.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;22.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;23.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;24.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;25.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;26.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;27.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;28.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;29.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;30.04.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;01.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;02.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;03.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;04.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;05.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;06.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;07.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;08.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;09.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;10.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;11.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;12.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;13.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;14.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;15.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;16.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;17.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;18.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;19.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;20.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;21.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;22.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;23.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;24.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;25.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;26.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;27.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;28.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;29.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;30.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-051;31.05.2023;1,38;67,05;32603308,11;5792500,322;68,43;68,6
NP-052;04.07.2019;1,74;68,32;32602856,34;5792526,127;70,06;70,2
NP-052;07.08.2019;1,63;68,43;32602856,34;5792526,127;70,06;70,2
NP-052;22.11.2019;1,57;68,49;32602856,34;5792526,127;70,06;70,2
NP-052;20.01.2020;1,57;68,49;32602856,34;5792526,127;70,06;70,2
NP-052;11.05.2020;1,50;68,56;32602856,34;5792526,127;70,06;70,2
NP-052;08.12.2020;2,05;68,01;32602856,34;5792526,127;70,06;70,2
NP-052;14.05.2021;1,60;68,46;32602856,34;5792526,127;70,06;70,2
NP-052;21.06.2022;1,65;68,41;32602856,34;5792526,127;70,06;70,2
NP-053;21.01.2019;3,14;69,70;32602763,22;5792484,352;72,84;73
NP-053;07.08.2019;3,14;69,70;32602763,22;5792484,352;72,84;73
NP-053;22.11.2019;3,10;69,74;32602763,22;5792484,352;72,84;73
NP-053;08.04.2020;2,91;69,93;32602763,22;5792484,352;72,84;73
NP-053;14.05.2020;3,05;69,79;32602763,22;5792484,352;72,84;73
NP-053;08.12.2020;3,29;69,55;32602763,22;5792484,352;72,84;73
NP-053;14.05.2021;2,99;69,85;32602763,22;5792484,352;72,84;73
NP-054;21.01.2019;3,04;69,73;32602762,78;5792485,434;72,77;73
NP-054;07.08.2019;3,05;69,72;32602762,78;5792485,434;72,77;73
NP-054;22.11.2019;3,00;69,77;32602762,78;5792485,434;72,77;73
NP-054;08.04.2020;2,82;69,95;32602762,78;5792485,434;72,77;73
NP-054;14.05.2020;2,90;69,87;32602762,78;5792485,434;72,77;73
NP-054;08.12.2020;3,30;69,47;32602762,78;5792485,434;72,77;73
NP-054;14.05.2021;2,90;69,87;32602762,78;5792485,434;72,77;73
NP-055;07.08.2019;1,76;70,32;32602523,2;5792522;72,08;72,3
NP-055;25.03.2020;1,56;70,52;32602523,2;5792522;72,08;72,3
NP-055;05.05.2020;1,65;70,43;32602523,2;5792522;72,08;72,3
NP-057;07.08.2019;3,44;69,42;32602778,4;5792452,3;72,86;73
NP-057;25.03.2020;3,23;69,63;32602778,4;5792452,3;72,86;73
NP-057;07.05.2020;3,25;69,61;32602778,4;5792452,3;72,86;73
NP-058;07.08.2019;3,69;69,78;32602710,6;5792564,2;73,47;73,5
NP-058;06.05.2020;3,50;69,97;32602710,6;5792564,2;73,47;73,5
NP-059;07.08.2019;3,59;69,88;32602666,5;5792521,1;73,47;73,5
NP-059;06.05.2020;3,40;70,07;32602666,5;5792521,1;73,47;73,5
NP-060;21.01.2019;1,44;66,64;32603127,3;5792985,4;68,08;68,2
NP-060;12.08.2019;1,60;66,48;32603127,3;5792985,4;68,08;68,2
NP-060;10.12.2019;1,64;66,44;32603127,3;5792985,4;68,08;68,2
NP-060;12.05.2020;1,64;66,44;32603127,3;5792985,4;68,08;68,2
NP-060;08.12.2020;1,97;66,11;32603127,3;5792985,4;68,08;68,2
NP-060;14.05.2021;1,60;66,48;32603127,3;5792985,4;68,08;68,2
NP-060;30.03.2022;1,64;66,44;32603127,3;5792985,4;68,08;68,2
NP-060;24.01.2024;0,90;67,18;32603127,3;5792985,4;68,08;68,2
NP-061;24.05.2018;2,18;68,61;32602847,8;5792566,3;70,79;70,9
NP-061;21.01.2019;2,27;68,52;32602847,8;5792566,3;70,79;70,9
NP-061;07.08.2019;2,36;68,43;32602847,8;5792566,3;70,79;70,9
NP-061;20.01.2020;2,30;68,49;32602847,8;5792566,3;70,79;70,9
NP-061;07.04.2020;2,10;68,69;32602847,8;5792566,3;70,79;70,9
NP-061;15.05.2020;2,25;68,54;32602847,8;5792566,3;70,79;70,9
NP-061;12.11.2021;2,35;68,44;32602847,8;5792566,3;70,79;70,9
NP-062;24.05.2018;1,46;68,61;32602864,6;5792514,8;70,07;70,2
NP-062;07.08.2019;1,65;68,42;32602864,6;5792514,8;70,07;70,2
NP-062;11.05.2020;1,55;68,52;32602864,6;5792514,8;70,07;70,2
NP-062;12.11.2021;1,64;68,43;32602864,6;5792514,8;70,07;70,2
NP-063;21.02.2020;5,24;69,42;32602775,1;5792308;74,66;74,8
NP-063;24.03.2020;5,12;69,54;32602775,1;5792308;74,66;74,8
NP-063;08.04.2020;5,09;69,57;32602775,1;5792308;74,66;74,8
NP-063;05.05.2020;5,10;69,56;32602775,1;5792308;74,66;74,8
NP-063;16.09.2020;5,24;69,42;32602775,1;5792308;74,66;74,8
NP-063;08.12.2020;5,53;69,13;32602775,1;5792308;74,66;74,8
NP-063;11.12.2020;5,33;69,33;32602775,1;5792308;74,66;74,8
NP-063;14.05.2021;5,24;69,42;32602775,1;5792308;74,66;74,8
NP-063;09.03.2022;5,16;69,50;32602775,1;5792308;74,66;74,8
NP-063;18.11.2022;5,30;69,36;32602775,1;5792308;74,66;74,8
NP-063;06.07.2023;5,09;69,57;32602775,1;5792308;74,66;74,8
NP-064;23.03.2020;1,35;67,90;32602897,8;5792656,2;69,25;69,4
NP-064;05.05.2020;1,55;67,70;32602897,8;5792656,2;69,25;69,4
NP-064;08.12.2020;2,58;66,67;32602897,8;5792656,2;69,25;69,4
NP-064;14.05.2021;2,21;67,04;32602897,8;5792656,2;69,25;69,4
NP-064;30.03.2022;1,45;67,80;32602897,8;5792656,2;69,25;69,4
NP-064;03.11.2023;1,34;67,91;32602897,8;5792656,2;69,25;69,4
NP-065;23.03.2020;2,14;67,54;32602966,5;5792608,6;69,68;69,8
NP-065;11.05.2020;2,30;67,38;32602966,5;5792608,6;69,68;69,8
NP-065;08.12.2020;2,94;66,74;32602966,5;5792608,6;69,68;69,8
NP-065;14.05.2021;2,70;66,98;32602966,5;5792608,6;69,68;69,8
NP-065;30.03.2022;2,25;67,43;32602966,5;5792608,6;69,68;69,8
NP-065;03.11.2023;2,18;67,50;32602966,5;5792608,6;69,68;69,8
NP-066;23.03.2020;2,41;67,67;32602986,5;5792562,7;70,08;70,2
NP-066;05.05.2020;2,55;67,53;32602986,5;5792562,7;70,08;70,2
NP-066;08.12.2020;3,02;67,06;32602986,5;5792562,7;70,08;70,2
NP-066;14.05.2021;2,76;67,32;32602986,5;5792562,7;70,08;70,2
NP-066;30.03.2022;2,53;67,55;32602986,5;5792562,7;70,08;70,2
NP-066;23.10.2023;2,57;67,51;32602986,5;5792562,7;70,08;70,2
NP-067;08.06.2021;2,10;68,18;32602831,2;5792607,4;70,28;70,4
NP-068;15.08.2022;2,49;70,43;32602515,7;5792243,2;72,92;73
NP-068;17.07.2023;2,39;70,53;32602515,7;5792243,2;72,92;73
OE-001;11.01.2019;10,33;72,05;32601158,68;5794136,161;82,38;82,01
OE-001;21.06.2019;9,73;72,65;32601158,68;5794136,161;82,38;82,01
OE-001;19.06.2020;8,45;73,93;32601158,68;5794136,161;82,38;82,01
OE-001;08.03.2022;7,44;74,94;32601158,68;5794136,161;82,38;82,01
OE-002;19.01.2018;2,14;76,20;32600559,6;5793774,187;78,34;78,02
OE-002;20.04.2018;2,78;75,56;32600559,6;5793774,187;78,34;78,02
OE-002;11.01.2019;5,70;72,64;32600559,6;5793774,187;78,34;78,02
OE-002;21.06.2019;4,85;73,49;32600559,6;5793774,187;78,34;78,02
OE-002;17.03.2020;2,38;75,96;32600559,6;5793774,187;78,34;78,02
OE-002;19.06.2020;4,08;74,26;32600559,6;5793774,187;78,34;78,02
OE-002;03.03.2021;4,14;74,20;32600559,6;5793774,187;78,34;78,02
OE-002;09.02.2022;3,82;74,52;32600559,6;5793774,187;78,34;78,02
OE-002;20.12.2022;5,68;72,66;32600559,6;5793774,187;78,34;78,02
OE-003;20.04.2018;0,95;75,37;32600650,91;5793429,812;76,32;75,88
OE-003;21.06.2019;2,82;73,50;32600650,91;5793429,812;76,32;75,88
OE-003;17.03.2020;0,84;75,48;32600650,91;5793429,812;76,32;75,88
OE-003;03.03.2021;2,20;74,12;32600650,91;5793429,812;76,32;75,88
OE-003;26.08.2022;3,58;72,74;32600650,91;5793429,812;76,32;75,88
OE-004;19.01.2018;4,61;75,10;32600143,94;5793302,76;79,71;79,22
OE-004;21.06.2019;6,49;73,22;32600143,94;5793302,76;79,71;79,22
OE-004;20.03.2020;4,90;74,81;32600143,94;5793302,76;79,71;79,22
OE-004;02.03.2021;5,70;74,01;32600143,94;5793302,76;79,71;79,22
OE-004;09.02.2022;5,65;74,06;32600143,94;5793302,76;79,71;79,22
OE-004;20.12.2022;6,86;72,85;32600143,94;5793302,76;79,71;79,22
OE-005;09.05.2018;1,76;73,61;32600061,46;5792927,176;75,37;75,04
OE-005;27.12.2018;2,34;73,03;32600061,46;5792927,176;75,37;75,04
OE-005;21.06.2019;2,20;73,17;32600061,46;5792927,176;75,37;75,04
OE-005;17.03.2020;1,50;73,87;32600061,46;5792927,176;75,37;75,04
OE-005;26.02.2021;1,72;73,65;32600061,46;5792927,176;75,37;75,04
OE-005;08.04.2022;1,70;73,67;32600061,46;5792927,176;75,37;75,04
OE-005;07.02.2023;1,91;73,46;32600061,46;5792927,176;75,37;75,04
OE-006;09.11.2018;3,57;72,73;32600384,91;5793064,632;76,3;75,77
OE-006;21.06.2019;3,23;73,07;32600384,91;5793064,632;76,3;75,77
OE-006;17.03.2020;2,86;73,44;32600384,91;5793064,632;76,3;75,77
OE-006;02.03.2021;3,01;73,29;32600384,91;5793064,632;76,3;75,77
OE-006;09.03.2022;2,91;73,39;32600384,91;5793064,632;76,3;75,77
OE-006;09.02.2023;3,10;73,20;32600384,91;5793064,632;76,3;75,77
OE-007;21.03.2019;0,75;73,43;32602308,97;5793277,407;74,18;74,29
OE-007;04.03.2020;0,42;73,76;32602308,97;5793277,407;74,18;74,29
OE-007;08.04.2020;0,78;73,40;32602308,97;5793277,407;74,18;74,29
OE-007;08.12.2020;1,92;72,26;32602308,97;5793277,407;74,18;74,29
OE-007;09.03.2022;0,68;73,50;32602308,97;5793277,407;74,18;74,29
OE-011;21.06.2019;11,88;73,40;32599289,59;5793205,336;85,28;84,8
OE-011;26.02.2021;11,16;74,12;32599289,59;5793205,336;85,28;84,8
OE-011;25.05.2022;11,67;73,61;32599289,59;5793205,336;85,28;84,8
OE-012;09.05.2018;2,88;74,25;32599432,29;5792900,11;77,13;76,65
OE-012;21.06.2019;3,61;73,52;32599432,29;5792900,11;77,13;76,65
OE-012;20.03.2020;2,47;74,66;32599432,29;5792900,11;77,13;76,65
OE-012;26.02.2021;3,10;74,03;32599432,29;5792900,11;77,13;76,65
OE-012;10.02.2022;3,01;74,12;32599432,29;5792900,11;77,13;76,65
OE-012;08.02.2023;3,39;73,74;32599432,29;5792900,11;77,13;76,65
OE-023;08.01.2018;11,60;68,00;32597411,68;5795597,609;79,6;79,2
OE-023;13.04.2018;11,23;68,37;32597411,68;5795597,609;79,6;79,2
OE-023;11.12.2018;11,97;67,63;32597411,68;5795597,609;79,6;79,2
OE-023;26.04.2019;11,99;67,61;32597411,68;5795597,609;79,6;79,2
OE-023;30.10.2019;12,40;67,20;32597411,68;5795597,609;79,6;79,2
OE-023;03.04.2020;12,28;67,32;32597411,68;5795597,609;79,6;79,2
OE-023;12.08.2020;12,45;67,15;32597411,68;5795597,609;79,6;79,2
OE-023;16.11.2020;12,36;67,24;32597411,68;5795597,609;79,6;79,2
OE-023;25.03.2021;12,36;67,24;32597411,68;5795597,609;79,6;79,2
OE-023;18.10.2021;12,49;67,11;32597411,68;5795597,609;79,6;79,2
OE-023;13.04.2022;12,40;67,20;32597411,68;5795597,609;79,6;79,2
OE-024;08.01.2018;10,02;68,40;32597292,16;5794836,327;78,42;78
OE-024;13.04.2018;9,61;68,81;32597292,16;5794836,327;78,42;78
OE-024;11.12.2018;10,13;68,29;32597292,16;5794836,327;78,42;78
OE-024;26.04.2019;10,30;68,12;32597292,16;5794836,327;78,42;78
OE-024;30.10.2019;10,76;67,66;32597292,16;5794836,327;78,42;78
OE-024;03.04.2020;10,79;67,63;32597292,16;5794836,327;78,42;78
OE-024;12.08.2020;10,75;67,67;32597292,16;5794836,327;78,42;78
OE-024;16.11.2020;10,72;67,70;32597292,16;5794836,327;78,42;78
OE-024;25.03.2021;10,76;67,66;32597292,16;5794836,327;78,42;78
OE-024;18.10.2021;10,88;67,54;32597292,16;5794836,327;78,42;78
OE-024;13.04.2022;9,74;68,68;32597292,16;5794836,327;78,42;78
OE-026;08.01.2018;9,98;69,18;32598999,59;5794820,043;79,16;79
OE-026;13.04.2018;9,55;69,61;32598999,59;5794820,043;79,16;79
OE-026;11.12.2018;10,30;68,86;32598999,59;5794820,043;79,16;79
OE-026;26.04.2019;10,52;68,64;32598999,59;5794820,043;79,16;79
OE-026;30.10.2019;10,91;68,25;32598999,59;5794820,043;79,16;79
OE-026;03.04.2020;10,70;68,46;32598999,59;5794820,043;79,16;79
OE-026;12.08.2020;10,73;68,43;32598999,59;5794820,043;79,16;79
OE-026;16.11.2020;10,90;68,26;32598999,59;5794820,043;79,16;79
OE-026;25.03.2021;10,87;68,29;32598999,59;5794820,043;79,16;79
OE-026;18.10.2021;11,03;68,13;32598999,59;5794820,043;79,16;79
OE-026;13.04.2022;10,95;68,21;32598999,59;5794820,043;79,16;79
OE-027;08.01.2018;3,75;68,79;32599003,38;5795766,62;72,54;72,1
OE-027;13.04.2018;3,85;68,69;32599003,38;5795766,62;72,54;72,1
OE-027;11.12.2018;4,62;67,92;32599003,38;5795766,62;72,54;72,1
OE-027;26.04.2019;4,71;67,83;32599003,38;5795766,62;72,54;72,1
OE-027;30.10.2019;4,94;67,60;32599003,38;5795766,62;72,54;72,1
OE-027;03.04.2020;4,48;68,06;32599003,38;5795766,62;72,54;72,1
OE-027;12.08.2020;4,76;67,78;32599003,38;5795766,62;72,54;72,1
OE-027;25.03.2021;4,98;67,56;32599003,38;5795766,62;72,54;72,1
OE-027;18.10.2021;4,98;67,56;32599003,38;5795766,62;72,54;72,1
OE-027;13.04.2022;4,66;67,88;32599003,38;5795766,62;72,54;72,1
OE-028;08.01.2018;4,80;67,53;32599536,93;5795517,611;72,33;72,1
OE-028;13.04.2018;4,85;67,48;32599536,93;5795517,611;72,33;72,1
OE-028;11.12.2018;5,66;66,67;32599536,93;5795517,611;72,33;72,1
OE-028;26.04.2019;5,55;66,78;32599536,93;5795517,611;72,33;72,1
OE-028;30.10.2019;6,09;66,24;32599536,93;5795517,611;72,33;72,1
OE-028;03.04.2020;5,41;66,92;32599536,93;5795517,611;72,33;72,1
OE-028;12.08.2020;5,44;66,89;32599536,93;5795517,611;72,33;72,1
OE-028;25.03.2021;5,84;66,49;32599536,93;5795517,611;72,33;72,1
OE-028;18.10.2021;5,88;66,45;32599536,93;5795517,611;72,33;72,1
OE-028;13.04.2022;5,65;66,68;32599536,93;5795517,611;72,33;72,1
OE-029;08.01.2018;11,20;68,61;32597813,45;5795221,088;79,81;79,5
OE-029;13.04.2018;10,87;68,94;32597813,45;5795221,088;79,81;79,5
OE-029;11.12.2018;11,42;68,39;32597813,45;5795221,088;79,81;79,5
OE-029;26.04.2019;11,59;68,22;32597813,45;5795221,088;79,81;79,5
OE-029;30.10.2019;12,04;67,77;32597813,45;5795221,088;79,81;79,5
OE-029;03.04.2020;11,92;67,89;32597813,45;5795221,088;79,81;79,5
OE-029;12.08.2020;12,40;67,41;32597813,45;5795221,088;79,81;79,5
OE-029;25.03.2021;12,05;67,76;32597813,45;5795221,088;79,81;79,5
OE-029;18.10.2021;12,17;67,64;32597813,45;5795221,088;79,81;79,5
OE-029;13.04.2022;12,05;67,76;32597813,45;5795221,088;79,81;79,5
OE-031;08.01.2018;9,16;68,20;32597873,42;5795584,731;77,36;77,3
OE-031;13.04.2018;8,89;68,47;32597873,42;5795584,731;77,36;77,3
OE-031;11.12.2018;9,54;67,82;32597873,42;5795584,731;77,36;77,3
OE-031;26.04.2019;9,65;67,71;32597873,42;5795584,731;77,36;77,3
OE-031;30.10.2019;10,05;67,31;32597873,42;5795584,731;77,36;77,3
OE-031;03.04.2020;9,92;67,44;32597873,42;5795584,731;77,36;77,3
OE-031;26.05.2020;10,51;66,85;32597873,42;5795584,731;77,36;77,3
OE-031;12.08.2020;10,29;67,07;32597873,42;5795584,731;77,36;77,3
OE-031;25.03.2021;10,07;67,29;32597873,42;5795584,731;77,36;77,3
OE-031;18.10.2021;10,18;67,18;32597873,42;5795584,731;77,36;77,3
OE-031;13.04.2022;10,08;67,28;32597873,42;5795584,731;77,36;77,3
OE-036;26.11.2018;5,27;69,08;32602767,8;5793671;74,35;74,6
OE-036;24.05.2019;5,32;69,03;32602767,8;5793671;74,35;74,6
OE-036;17.01.2020;5,27;69,08;32602767,8;5793671;74,35;74,6
OE-036;26.03.2020;5,21;69,14;32602767,8;5793671;74,35;74,6
PE-001;19.01.2018;1,05;72,70;32597155,73;5792768,779;73,75;73,14
PE-004;04.01.2019;3,36;84,86;32597806,57;5791282,081;88,22;87,88
PE-004;21.06.2019;3,45;84,77;32597806,57;5791282,081;88,22;87,88
PE-004;15.05.2020;3,08;85,14;32597806,57;5791282,081;88,22;87,88
PE-004;04.12.2020;3,53;84,69;32597806,57;5791282,081;88,22;87,88
PE-004;11.05.2021;3,35;84,87;32597806,57;5791282,081;88,22;87,88
