_time,location,Temperature_°C,WaterContent_%vol,BulkEC_mS/m
2023-08-07 17:47:34+00:00,depth_cm_100,19.519001,8.754001,23.400002
2023-08-07 18:47:18+00:00,depth_cm_100,19.509,8.971001,23.500002
2023-08-07 19:45:56+00:00,depth_cm_100,19.509,8.8220005,23.500002
2023-08-07 20:45:48+00:00,depth_cm_100,19.5,8.709001,23.599
2023-08-07 21:45:44+00:00,depth_cm_100,19.5,8.872001,23.300001
2023-08-07 22:45:38+00:00,depth_cm_100,19.5,8.749001,23.400002
2023-08-07 23:45:38+00:00,depth_cm_100,19.5,8.900001,23.500002
2023-08-08 00:45:44+00:00,depth_cm_100,19.5,8.900001,23.400002
2023-08-08 01:47:01+00:00,depth_cm_100,19.5,8.877001,23.400002
2023-08-08 02:45:31+00:00,depth_cm_100,19.5,8.966001,23.800001
2023-08-08 03:45:35+00:00,depth_cm_100,19.5,8.841001,23.800001
2023-08-08 04:45:29+00:00,depth_cm_100,19.490002,8.839001,23.599
2023-08-08 05:45:29+00:00,depth_cm_100,19.490002,8.863001,23.500002
2023-08-08 06:45:23+00:00,depth_cm_100,19.490002,8.812,23.400002
2023-08-08 07:45:22+00:00,depth_cm_100,19.479,8.898001,23.400002
2023-08-08 08:45:32+00:00,depth_cm_100,19.479,8.937,23.699001
2023-08-08 09:45:26+00:00,depth_cm_100,19.470001,8.884001,23.699001
2023-08-08 10:45:26+00:00,depth_cm_100,19.459002,8.669001,23.699001
2023-08-08 11:45:21+00:00,depth_cm_100,19.459002,9.054001,23.699001
2023-08-08 12:45:27+00:00,depth_cm_100,19.449001,8.777,23.699001
2023-08-08 13:45:29+00:00,depth_cm_100,19.44,8.735001,23.599
2023-08-08 14:45:18+00:00,depth_cm_100,19.419,8.917001,23.800001
2023-08-08 15:45:28+00:00,depth_cm_100,19.419,9.063001,23.599
2023-08-08 16:46:59+00:00,depth_cm_100,19.410002,8.884001,23.800001
2023-08-08 17:46:53+00:00,depth_cm_100,19.390001,8.897,24.000002
2023-08-08 18:45:15+00:00,depth_cm_100,19.390001,8.997001,24.000002
2023-08-08 19:45:15+00:00,depth_cm_100,19.369001,8.924001,23.500002
2023-08-08 20:45:24+00:00,depth_cm_100,19.359001,8.944,23.599
2023-08-08 21:47:01+00:00,depth_cm_100,19.359001,8.812,23.800001
2023-08-08 22:46:41+00:00,depth_cm_100,19.339,9.075001,23.599
2023-08-08 23:45:07+00:00,depth_cm_100,19.339,8.995001,23.699001
2023-08-09 00:45:01+00:00,depth_cm_100,19.339,8.974,23.699001
2023-08-09 01:45:01+00:00,depth_cm_100,19.330002,8.957001,24.000002
2023-08-09 02:45:10+00:00,depth_cm_100,19.320002,8.987,23.800001
2023-08-09 03:45:00+00:00,depth_cm_100,19.320002,8.969001,23.800001
2023-08-09 04:45:14+00:00,depth_cm_100,19.309,8.976001,23.800001
2023-08-09 05:44:58+00:00,depth_cm_100,19.309,8.936001,24.099
2023-08-09 06:46:30+00:00,depth_cm_100,19.309,9.04,24.099
2023-08-09 07:44:52+00:00,depth_cm_100,19.300001,9.012,23.900002
2023-08-09 08:46:28+00:00,depth_cm_100,19.300001,8.96,23.699001
2023-08-09 09:45:07+00:00,depth_cm_100,19.29,8.997001,24.099
2023-08-09 10:45:15+00:00,depth_cm_100,19.29,9.017,23.800001
2023-08-09 11:44:49+00:00,depth_cm_100,19.29,9.0720005,23.699001
2023-08-09 12:44:43+00:00,depth_cm_100,19.279001,8.953,24.000002
2023-08-09 13:44:43+00:00,depth_cm_100,19.259,9.0130005,24.000002
2023-08-09 14:44:52+00:00,depth_cm_100,19.259,8.955001,23.900002
2023-08-09 15:44:47+00:00,depth_cm_100,19.240002,8.956,23.900002
2023-08-09 16:46:28+00:00,depth_cm_100,19.240002,9.011001,23.800001
2023-08-09 17:46:33+00:00,depth_cm_100,19.229,9.002001,23.900002
2023-08-09 18:45:00+00:00,depth_cm_100,19.220001,9.157001,23.900002
2023-08-09 19:44:44+00:00,depth_cm_100,19.220001,8.941,23.800001
2023-08-09 20:44:44+00:00,depth_cm_100,19.209002,9.081,24.000002
2023-08-09 21:44:32+00:00,depth_cm_100,19.209002,9.0,24.099
2023-08-09 22:44:37+00:00,depth_cm_100,19.199001,8.969001,24.199001
2023-08-09 23:44:32+00:00,depth_cm_100,19.19,9.011001,24.199001
2023-08-10 00:44:31+00:00,depth_cm_100,19.179,9.076,24.000002
2023-08-10 01:44:31+00:00,depth_cm_100,19.19,9.229,24.300001
2023-08-10 02:44:35+00:00,depth_cm_100,19.19,9.063001,24.000002
2023-08-10 03:44:29+00:00,depth_cm_100,19.179,9.051001,24.000002
2023-08-10 04:44:28+00:00,depth_cm_100,19.179,9.087001,24.099
2023-08-10 05:44:32+00:00,depth_cm_100,19.19,9.104,24.199001
2023-08-10 06:46:09+00:00,depth_cm_100,19.19,9.127001,24.099
2023-08-10 07:44:27+00:00,depth_cm_100,19.199001,9.027,24.000002
2023-08-10 08:44:20+00:00,depth_cm_100,19.19,8.976001,23.900002
2023-08-10 09:46:02+00:00,depth_cm_100,19.199001,9.091001,24.099
2023-08-10 10:44:29+00:00,depth_cm_100,19.19,9.122001,24.099
2023-08-10 11:44:34+00:00,depth_cm_100,19.199001,9.007,24.099
2023-08-10 12:45:57+00:00,depth_cm_100,19.199001,9.126,24.099
2023-08-10 13:44:23+00:00,depth_cm_100,19.19,9.114,24.000002
2023-08-10 14:44:22+00:00,depth_cm_100,19.179,9.070001,24.000002
2023-08-10 15:44:31+00:00,depth_cm_100,19.179,9.073,24.000002
2023-08-10 16:45:53+00:00,depth_cm_100,19.179,8.908,24.099
2023-08-10 17:44:09+00:00,depth_cm_100,19.179,9.110001,24.400002
2023-08-10 18:45:52+00:00,depth_cm_100,19.179,9.107,24.099
2023-08-10 19:44:08+00:00,depth_cm_100,19.179,9.146001,24.099
2023-08-10 20:44:08+00:00,depth_cm_100,19.179,9.143001,24.199001
2023-08-10 21:45:54+00:00,depth_cm_100,19.179,9.231001,24.099
2023-08-10 22:44:06+00:00,depth_cm_100,19.179,9.113001,24.000002
2023-08-10 23:44:06+00:00,depth_cm_100,19.179,9.1380005,24.300001
2023-08-11 00:44:05+00:00,depth_cm_100,19.179,8.879001,24.099
2023-08-11 01:44:09+00:00,depth_cm_100,19.179,9.132,24.099
2023-08-11 02:43:58+00:00,depth_cm_100,19.19,9.120001,24.099
2023-08-11 03:44:03+00:00,depth_cm_100,19.19,9.113001,24.099
2023-08-11 04:43:57+00:00,depth_cm_100,19.199001,9.160001,24.000002
2023-08-11 05:45:30+00:00,depth_cm_100,19.209002,9.132,24.300001
2023-08-11 06:43:56+00:00,depth_cm_100,19.209002,9.150001,24.199001
2023-08-11 07:43:55+00:00,depth_cm_100,19.209002,9.346001,24.300001
2023-08-11 08:44:10+00:00,depth_cm_100,19.220001,9.124001,24.199001
2023-08-11 09:45:31+00:00,depth_cm_100,19.229,9.139001,24.300001
2023-08-11 10:43:48+00:00,depth_cm_100,19.220001,9.113001,24.400002
2023-08-11 11:45:35+00:00,depth_cm_100,19.229,9.091001,24.199001
2023-08-11 12:43:57+00:00,depth_cm_100,19.229,9.136001,24.099
2023-08-11 13:43:52+00:00,depth_cm_100,19.229,9.109,24.199001
2023-08-11 14:43:51+00:00,depth_cm_100,19.229,9.113001,24.000002
2023-08-11 15:43:50+00:00,depth_cm_100,19.229,9.174001,24.099
2023-08-11 16:43:51+00:00,depth_cm_100,19.229,9.099,24.300001
2023-08-11 17:44:05+00:00,depth_cm_100,19.229,9.076,24.099
2023-08-11 18:43:48+00:00,depth_cm_100,19.229,9.147,24.099
2023-08-11 19:43:53+00:00,depth_cm_100,19.229,9.070001,24.199001
2023-08-11 20:43:37+00:00,depth_cm_100,19.229,9.132,24.199001
2023-08-11 21:43:46+00:00,depth_cm_100,19.240002,9.297001,24.199001
2023-08-11 22:43:41+00:00,depth_cm_100,19.240002,9.254001,24.500002
2023-08-11 23:43:30+00:00,depth_cm_100,19.25,9.096001,24.199001
2023-08-12 00:45:06+00:00,depth_cm_100,19.259,9.165,24.199001
2023-08-12 01:46:50+00:00,depth_cm_100,19.269001,9.062,24.300001
2023-08-12 02:45:10+00:00,depth_cm_100,19.29,9.1310005,24.000002
2023-08-12 03:45:16+00:00,depth_cm_100,19.300001,9.108001,24.099
2023-08-12 04:45:14+00:00,depth_cm_100,19.309,9.148001,24.099
2023-08-12 05:45:03+00:00,depth_cm_100,19.330002,9.078,24.300001
2023-08-12 06:43:20+00:00,depth_cm_100,19.339,9.1970005,24.400002
2023-08-12 07:43:25+00:00,depth_cm_100,19.349,9.073,24.300001
2023-08-12 08:43:35+00:00,depth_cm_100,19.359001,9.120001,24.099
2023-08-12 09:43:21+00:00,depth_cm_100,19.390001,9.1970005,24.400002
2023-08-12 10:43:23+00:00,depth_cm_100,19.390001,9.120001,24.500002
2023-08-12 11:43:27+00:00,depth_cm_100,19.410002,9.167001,24.400002
2023-08-12 12:43:44+00:00,depth_cm_100,19.429,9.119,24.300001
2023-08-12 13:43:21+00:00,depth_cm_100,19.44,9.148001,24.300001
2023-08-12 14:43:27+00:00,depth_cm_100,19.449001,9.108001,24.400002
2023-08-12 15:43:15+00:00,depth_cm_100,19.459002,9.117001,24.099
2023-08-12 16:44:52+00:00,depth_cm_100,19.470001,9.188001,24.000002
2023-08-12 17:44:55+00:00,depth_cm_100,19.490002,9.107,24.099
2023-08-12 18:43:18+00:00,depth_cm_100,19.5,9.068001,24.300001
2023-08-12 19:43:07+00:00,depth_cm_100,19.509,9.114,24.400002
2023-08-12 20:43:16+00:00,depth_cm_100,19.529001,9.152,24.199001
2023-08-12 21:44:43+00:00,depth_cm_100,19.550001,9.091001,24.199001
2023-08-12 22:43:05+00:00,depth_cm_100,19.550001,9.176001,24.199001
2023-08-12 23:43:04+00:00,depth_cm_100,19.570002,9.313001,24.300001
2023-08-13 00:43:03+00:00,depth_cm_100,19.589,9.222,24.199001
2023-08-13 01:44:35+00:00,depth_cm_100,19.599,9.222,24.300001
2023-08-13 02:42:58+00:00,depth_cm_100,19.619001,9.284,24.400002
2023-08-13 03:42:56+00:00,depth_cm_100,19.629002,9.143001,24.199001
2023-08-13 04:42:56+00:00,depth_cm_100,19.650002,9.109,24.500002
2023-08-13 05:44:53+00:00,depth_cm_100,19.660002,9.132,24.300001
2023-08-13 06:44:27+00:00,depth_cm_100,19.679,8.992001,24.400002
2023-08-13 07:42:49+00:00,depth_cm_100,19.679,9.240001,24.300001
2023-08-13 08:43:03+00:00,depth_cm_100,19.699001,9.129001,24.500002
2023-08-13 09:42:58+00:00,depth_cm_100,19.699001,9.148001,24.599
2023-08-13 10:42:53+00:00,depth_cm_100,19.709002,9.162001,24.500002
2023-08-13 11:42:51+00:00,depth_cm_100,19.709002,9.212001,24.400002
2023-08-13 12:42:56+00:00,depth_cm_100,19.720001,9.094001,24.400002
2023-08-13 13:42:51+00:00,depth_cm_100,19.729,9.129001,24.599
2023-08-13 14:42:57+00:00,depth_cm_100,19.729,9.172001,24.500002
2023-08-13 15:42:40+00:00,depth_cm_100,19.729,9.157001,24.599
2023-08-13 16:42:44+00:00,depth_cm_100,19.729,9.17,24.599
2023-08-13 17:42:47+00:00,depth_cm_100,19.740002,9.122001,24.599
2023-08-13 18:42:37+00:00,depth_cm_100,19.740002,9.041,24.599
2023-08-13 19:42:42+00:00,depth_cm_100,19.740002,8.917001,24.599
2023-08-13 20:42:46+00:00,depth_cm_100,19.75,9.169001,24.400002
2023-08-13 21:42:35+00:00,depth_cm_100,19.75,9.167001,24.300001
2023-08-13 22:42:29+00:00,depth_cm_100,19.759,9.108001,24.599
2023-08-13 23:42:33+00:00,depth_cm_100,19.759,9.124001,24.400002
2023-08-14 00:44:16+00:00,depth_cm_100,19.769001,9.047001,24.599
2023-08-14 01:42:27+00:00,depth_cm_100,19.779001,9.103001,24.800001
2023-08-14 02:42:31+00:00,depth_cm_100,19.79,9.064,24.599
2023-08-14 03:42:36+00:00,depth_cm_100,19.800001,9.143001,24.699001
2023-08-14 04:42:31+00:00,depth_cm_100,19.809,9.247001,24.800001
2023-08-14 05:43:57+00:00,depth_cm_100,19.809,9.122001,24.500002
2023-08-14 06:42:19+00:00,depth_cm_100,19.809,9.108001,24.599
2023-08-14 07:42:33+00:00,depth_cm_100,19.830002,9.257,24.599
2023-08-14 08:42:28+00:00,depth_cm_100,19.839,9.160001,24.300001
2023-08-14 09:42:27+00:00,depth_cm_100,19.839,9.099,24.599
2023-08-14 10:42:22+00:00,depth_cm_100,19.839,9.226001,24.599
2023-08-14 12:42:27+00:00,depth_cm_100,19.839,9.139001,24.500002
2023-08-14 13:42:25+00:00,depth_cm_100,19.839,9.066,24.699001
2023-08-14 14:43:51+00:00,depth_cm_100,19.839,9.089001,24.699001
2023-08-14 15:43:45+00:00,depth_cm_100,19.839,9.113001,24.500002
2023-08-14 16:42:12+00:00,depth_cm_100,19.830002,9.120001,24.599
2023-08-14 17:45:22+00:00,depth_cm_100,19.839,9.1970005,24.800001
2023-08-14 18:42:11+00:00,depth_cm_100,19.830002,9.139001,24.599
2023-08-14 19:45:20+00:00,depth_cm_100,19.830002,9.344001,24.699001
2023-08-14 20:42:15+00:00,depth_cm_100,19.839,9.132,24.800001
2023-08-14 21:42:04+00:00,depth_cm_100,19.839,9.122001,24.500002
2023-08-14 22:43:41+00:00,depth_cm_100,19.849,9.012,24.699001
2023-08-14 23:42:04+00:00,depth_cm_100,19.859001,9.169001,24.699001
2023-08-15 00:43:44+00:00,depth_cm_100,19.859001,9.209001,24.500002
2023-08-15 01:43:39+00:00,depth_cm_100,19.879002,9.174001,24.599
2023-08-15 02:42:01+00:00,depth_cm_100,19.879002,9.058001,24.599
2023-08-15 03:42:05+00:00,depth_cm_100,19.900002,9.147,24.599
2023-08-15 04:42:05+00:00,depth_cm_100,19.900002,9.141001,24.800001
2023-08-15 05:43:36+00:00,depth_cm_100,19.919,9.122001,24.500002
2023-08-15 06:41:53+00:00,depth_cm_100,19.929,9.158,24.400002
2023-08-15 07:41:57+00:00,depth_cm_100,19.94,9.17,24.699001
2023-08-15 08:41:52+00:00,depth_cm_100,19.949001,9.174001,24.699001
2023-08-15 09:43:39+00:00,depth_cm_100,19.970001,9.129001,24.599
2023-08-15 10:41:52+00:00,depth_cm_100,19.970001,9.17,24.699001
2023-08-15 11:41:45+00:00,depth_cm_100,19.970001,9.103001,24.800001
2023-08-15 12:41:54+00:00,depth_cm_100,19.979,9.155001,24.699001
2023-08-15 13:41:54+00:00,depth_cm_100,19.979,9.062,24.500002
2023-08-15 14:43:21+00:00,depth_cm_100,19.979,9.397,24.800001
2023-08-15 15:41:47+00:00,depth_cm_100,19.979,9.087001,24.699001
2023-08-15 16:43:19+00:00,depth_cm_100,19.990002,9.081,24.599
2023-08-15 17:41:41+00:00,depth_cm_100,19.990002,9.109,24.699001
2023-08-15 18:43:18+00:00,depth_cm_100,19.990002,9.152,24.900002
2023-08-15 19:41:40+00:00,depth_cm_100,20.0,8.931001,24.699001
2023-08-15 20:43:12+00:00,depth_cm_100,20.019001,9.292001,24.500002
2023-08-15 21:43:12+00:00,depth_cm_100,20.029001,9.292001,24.900002
2023-08-15 22:43:10+00:00,depth_cm_100,20.04,8.984,24.599
2023-08-15 23:41:32+00:00,depth_cm_100,20.050001,9.195001,24.699001
2023-08-16 00:41:31+00:00,depth_cm_100,20.070002,9.159,24.800001
2023-08-16 01:43:08+00:00,depth_cm_100,20.070002,9.174001,24.699001
2023-08-16 02:41:30+00:00,depth_cm_100,20.099,9.178,24.599
2023-08-16 03:43:12+00:00,depth_cm_100,20.119001,9.242001,24.699001
2023-08-16 04:41:24+00:00,depth_cm_100,20.129002,9.176001,24.800001
2023-08-16 05:43:01+00:00,depth_cm_100,20.150002,9.160001,24.599
2023-08-16 06:42:55+00:00,depth_cm_100,20.169,9.147,24.699001
2023-08-16 07:41:27+00:00,depth_cm_100,20.179,9.226001,24.500002
2023-08-16 08:41:22+00:00,depth_cm_100,20.19,9.17,24.699001
2023-08-16 09:41:21+00:00,depth_cm_100,20.199001,9.166,24.400002
2023-08-16 10:41:25+00:00,depth_cm_100,20.209002,9.212001,24.699001
2023-08-16 11:41:14+00:00,depth_cm_100,20.229,9.219001,24.599
2023-08-16 12:41:20+00:00,depth_cm_100,20.229,9.095,24.800001
2023-08-16 13:43:05+00:00,depth_cm_100,20.240002,9.247001,24.699001
2023-08-16 14:41:17+00:00,depth_cm_100,20.240002,9.119,24.699001
2023-08-16 15:42:49+00:00,depth_cm_100,20.250002,9.167001,25.000002
2023-08-16 16:41:11+00:00,depth_cm_100,20.250002,9.097,24.800001
2023-08-16 17:41:10+00:00,depth_cm_100,20.250002,8.987,24.800001
2023-08-16 18:42:47+00:00,depth_cm_100,20.259,9.097,24.500002
2023-08-16 19:42:37+00:00,depth_cm_100,20.269001,9.063001,24.599
2023-08-16 20:41:03+00:00,depth_cm_100,20.279001,9.014001,24.599
2023-08-16 21:41:03+00:00,depth_cm_100,20.279001,8.999001,24.500002
2023-08-16 22:42:50+00:00,depth_cm_100,20.29,9.063001,24.800001
2023-08-16 23:41:01+00:00,depth_cm_100,20.300001,9.280001,24.699001
2023-08-17 00:41:06+00:00,depth_cm_100,20.309,9.141001,24.699001
2023-08-17 01:42:43+00:00,depth_cm_100,20.330002,9.214001,24.500002
2023-08-17 02:40:54+00:00,depth_cm_100,20.330002,9.162001,24.900002
2023-08-17 03:40:59+00:00,depth_cm_100,20.330002,9.127001,24.599
2023-08-17 04:41:03+00:00,depth_cm_100,20.349,9.0130005,24.800001
2023-08-17 05:42:30+00:00,depth_cm_100,20.369001,9.115001,24.699001
2023-08-17 06:42:25+00:00,depth_cm_100,20.390001,9.132,24.800001
2023-08-17 07:40:56+00:00,depth_cm_100,20.390001,9.104,24.800001
2023-08-17 08:40:56+00:00,depth_cm_100,20.410002,9.154,24.900002
2023-08-17 09:40:50+00:00,depth_cm_100,20.410002,9.316,24.800001
2023-08-17 10:40:49+00:00,depth_cm_100,20.429,9.134001,24.900002
2023-08-17 11:40:48+00:00,depth_cm_100,20.44,8.867001,24.599
2023-08-17 12:42:15+00:00,depth_cm_100,20.459002,9.101001,24.800001
2023-08-17 13:40:47+00:00,depth_cm_100,20.470001,9.316,24.900002
2023-08-17 14:42:19+00:00,depth_cm_100,20.490002,9.238001,24.900002
2023-08-17 15:40:46+00:00,depth_cm_100,20.490002,9.181001,24.699001
2023-08-17 16:40:40+00:00,depth_cm_100,20.490002,9.325001,24.800001
2023-08-17 17:40:41+00:00,depth_cm_100,20.500002,9.165,24.900002
2023-08-17 18:40:39+00:00,depth_cm_100,20.509,9.2890005,24.900002
2023-08-17 19:40:33+00:00,depth_cm_100,20.519001,9.244,24.900002
2023-08-17 20:40:32+00:00,depth_cm_100,20.519001,9.146001,25.000002
2023-08-17 21:40:37+00:00,depth_cm_100,20.519001,9.249001,24.800001
2023-08-17 22:40:31+00:00,depth_cm_100,20.519001,9.234,25.000002
2023-08-17 23:40:26+00:00,depth_cm_100,20.519001,9.400001,24.900002
2023-08-18 00:40:30+00:00,depth_cm_100,20.53,9.304001,24.900002
2023-08-18 01:40:29+00:00,depth_cm_100,20.53,9.285001,25.099
2023-08-18 02:40:29+00:00,depth_cm_100,20.53,9.384001,24.900002
2023-08-18 03:40:28+00:00,depth_cm_100,20.53,9.202001,25.099
2023-08-18 04:40:28+00:00,depth_cm_100,20.53,9.360001,25.000002
2023-08-18 05:40:27+00:00,depth_cm_100,20.53,9.347,25.300001
2023-08-18 06:40:21+00:00,depth_cm_100,20.519001,9.410001,25.099
2023-08-18 07:40:20+00:00,depth_cm_100,20.519001,9.389001,25.099
2023-08-18 08:40:20+00:00,depth_cm_100,20.519001,9.386001,25.199001
2023-08-18 09:41:56+00:00,depth_cm_100,20.509,9.416,25.199001
2023-08-18 10:40:29+00:00,depth_cm_100,20.509,9.453,25.300001
2023-08-18 11:40:13+00:00,depth_cm_100,20.490002,9.476001,25.199001
2023-08-18 12:40:19+00:00,depth_cm_100,20.490002,9.3810005,25.300001
2023-08-18 13:40:21+00:00,depth_cm_100,20.470001,9.456,25.199001
2023-08-18 14:43:35+00:00,depth_cm_100,20.459002,9.396001,25.199001
2023-08-18 15:40:11+00:00,depth_cm_100,20.44,9.424001,25.300001
2023-08-18 16:40:09+00:00,depth_cm_100,20.429,9.403001,25.400002
2023-08-18 17:40:09+00:00,depth_cm_100,20.410002,9.426001,25.300001
2023-08-18 18:40:08+00:00,depth_cm_100,20.400002,9.478001,25.500002
2023-08-18 19:40:13+00:00,depth_cm_100,20.390001,9.483001,25.500002
2023-08-18 20:40:07+00:00,depth_cm_100,20.379002,9.501,25.400002
2023-08-18 21:40:06+00:00,depth_cm_100,20.359001,9.564,25.599
2023-08-18 22:40:06+00:00,depth_cm_100,20.369001,9.518001,25.400002
2023-08-18 23:40:00+00:00,depth_cm_100,20.359001,9.576,25.500002
2023-08-19 00:40:04+00:00,depth_cm_100,20.359001,9.46,25.300001
2023-08-19 01:39:59+00:00,depth_cm_100,20.359001,9.504001,25.400002
2023-08-19 02:40:04+00:00,depth_cm_100,20.349,9.580001,25.500002
2023-08-19 03:39:52+00:00,depth_cm_100,20.359001,9.628,25.500002
2023-08-19 04:41:44+00:00,depth_cm_100,20.359001,9.595,25.599
2023-08-19 05:39:56+00:00,depth_cm_100,20.359001,9.648001,25.800001
2023-08-19 06:39:55+00:00,depth_cm_100,20.359001,9.666,25.7
2023-08-19 07:41:32+00:00,depth_cm_100,20.359001,9.503,25.500002
2023-08-19 08:39:54+00:00,depth_cm_100,20.369001,9.688001,25.500002
2023-08-19 09:41:25+00:00,depth_cm_100,20.359001,9.733001,25.7
2023-08-19 10:39:48+00:00,depth_cm_100,20.359001,9.682,25.900002
2023-08-19 11:39:42+00:00,depth_cm_100,20.359001,9.803,25.7
2023-08-19 12:41:29+00:00,depth_cm_100,20.359001,9.877001,25.500002
2023-08-19 13:39:52+00:00,depth_cm_100,20.349,9.660001,25.900002
2023-08-19 14:39:50+00:00,depth_cm_100,20.349,9.783,25.800001
2023-08-19 15:41:12+00:00,depth_cm_100,20.349,9.77,25.900002
2023-08-19 16:39:54+00:00,depth_cm_100,20.349,9.665001,25.7
2023-08-19 17:41:20+00:00,depth_cm_100,20.339,9.728001,25.900002
2023-08-19 18:43:07+00:00,depth_cm_100,20.349,9.689,25.900002
2023-08-19 19:39:37+00:00,depth_cm_100,20.339,9.646001,26.1
2023-08-19 20:41:08+00:00,depth_cm_100,20.349,9.806001,25.800001
2023-08-19 21:42:45+00:00,depth_cm_100,20.359001,9.799001,25.900002
2023-08-19 22:41:07+00:00,depth_cm_100,20.359001,9.809,25.800001
2023-08-19 23:39:44+00:00,depth_cm_100,20.379002,9.778001,25.800001
2023-08-20 00:41:02+00:00,depth_cm_100,20.390001,9.785001,26.1
2023-08-20 01:41:05+00:00,depth_cm_100,20.400002,9.929001,26.2
2023-08-20 02:42:42+00:00,depth_cm_100,20.410002,9.827001,25.900002
2023-08-20 03:39:21+00:00,depth_cm_100,20.419,9.812,26.1
2023-08-20 04:41:08+00:00,depth_cm_100,20.44,9.942,26.1
2023-08-20 05:40:57+00:00,depth_cm_100,20.459002,9.846001,26.2
2023-08-20 06:40:57+00:00,depth_cm_100,20.470001,9.917001,26.2
2023-08-20 07:41:06+00:00,depth_cm_100,20.490002,9.870001,26.300001
2023-08-20 08:41:01+00:00,depth_cm_100,20.500002,9.982,26.300001
2023-08-20 09:39:23+00:00,depth_cm_100,20.509,9.910001,26.500002
2023-08-20 10:40:44+00:00,depth_cm_100,20.519001,9.983001,26.2
2023-08-20 11:40:44+00:00,depth_cm_100,20.53,9.882001,26.300001
2023-08-20 12:44:09+00:00,depth_cm_100,20.54,9.915001,26.1
2023-08-20 13:40:52+00:00,depth_cm_100,20.54,9.884001,26.300001
2023-08-20 14:39:09+00:00,depth_cm_100,20.54,9.917001,26.300001
2023-08-20 15:40:41+00:00,depth_cm_100,20.560001,9.955001,26.2
2023-08-20 16:40:50+00:00,depth_cm_100,20.560001,10.110001,26.400002
2023-08-20 17:39:07+00:00,depth_cm_100,20.560001,9.762,26.400002
2023-08-20 18:40:49+00:00,depth_cm_100,20.570002,9.818001,26.400002
2023-08-20 19:40:43+00:00,depth_cm_100,20.580002,9.984,26.300001
2023-08-20 20:40:38+00:00,depth_cm_100,20.599,9.897,26.400002
2023-08-20 21:42:14+00:00,depth_cm_100,20.599,9.956,26.2
2023-08-20 22:39:00+00:00,depth_cm_100,20.61,9.974001,26.400002
2023-08-20 23:40:41+00:00,depth_cm_100,20.640001,9.891001,26.300001
2023-08-21 00:40:40+00:00,depth_cm_100,20.650002,9.893001,26.400002
2023-08-21 01:38:57+00:00,depth_cm_100,20.669,10.011001,26.6
2023-08-21 02:40:39+00:00,depth_cm_100,20.69,9.8880005,26.500002
2023-08-21 03:39:11+00:00,depth_cm_100,20.699001,9.962001,26.500002
2023-08-21 04:40:27+00:00,depth_cm_100,20.720001,9.988001,26.400002
2023-08-21 05:40:21+00:00,depth_cm_100,20.750002,9.992001,26.400002
2023-08-21 06:38:44+00:00,depth_cm_100,20.750002,9.990001,26.500002
2023-08-21 07:38:43+00:00,depth_cm_100,20.78,10.001,26.500002
2023-08-21 08:38:53+00:00,depth_cm_100,20.800001,9.957001,26.800001
2023-08-21 09:38:53+00:00,depth_cm_100,20.810001,9.929001,26.7
2023-08-21 10:38:56+00:00,depth_cm_100,20.820002,10.136001,26.7
2023-08-21 11:40:18+00:00,depth_cm_100,20.830002,10.151,26.6
2023-08-21 12:38:45+00:00,depth_cm_100,20.830002,10.106001,26.7
2023-08-21 13:40:32+00:00,depth_cm_100,20.839,10.056001,26.6
2023-08-21 14:38:44+00:00,depth_cm_100,20.830002,9.985001,26.6
2023-08-21 15:38:33+00:00,depth_cm_100,20.849,10.026,26.6
2023-08-21 16:40:14+00:00,depth_cm_100,20.849,10.053,26.6
2023-08-21 17:40:10+00:00,depth_cm_100,20.86,10.091001,26.6
2023-08-21 18:40:03+00:00,depth_cm_100,20.86,10.110001,26.6
2023-08-21 19:40:02+00:00,depth_cm_100,20.869001,10.125001,26.800001
2023-08-21 20:38:31+00:00,depth_cm_100,20.880001,10.128,26.7
2023-08-21 21:40:06+00:00,depth_cm_100,20.890001,10.0720005,26.6
2023-08-21 22:38:33+00:00,depth_cm_100,20.900002,10.014001,26.800001
2023-08-21 23:38:23+00:00,depth_cm_100,20.910002,10.0720005,26.7
2023-08-22 00:38:27+00:00,depth_cm_100,20.910002,10.027,26.6
2023-08-22 01:38:26+00:00,depth_cm_100,20.94,10.143001,26.800001
2023-08-22 02:38:21+00:00,depth_cm_100,20.949001,10.257001,27.000002
2023-08-22 03:40:02+00:00,depth_cm_100,20.970001,10.097,26.6
2023-08-22 04:38:19+00:00,depth_cm_100,20.980001,10.169001,26.7
2023-08-22 05:38:14+00:00,depth_cm_100,20.990002,10.147,26.800001
2023-08-22 06:38:13+00:00,depth_cm_100,21.009,10.216001,26.900002
2023-08-22 07:38:14+00:00,depth_cm_100,21.019001,10.176001,27.000002
2023-08-22 08:38:12+00:00,depth_cm_100,21.03,10.136001,27.1
2023-08-22 09:38:26+00:00,depth_cm_100,21.04,10.174001,27.000002
2023-08-22 10:38:10+00:00,depth_cm_100,21.04,10.112,26.800001
2023-08-22 11:38:05+00:00,depth_cm_100,21.04,10.151,26.800001
2023-08-22 12:39:49+00:00,depth_cm_100,21.04,10.097,27.1
2023-08-22 13:38:14+00:00,depth_cm_100,21.04,10.115001,27.1
2023-08-22 14:39:50+00:00,depth_cm_100,21.04,10.124001,26.900002
2023-08-22 15:38:03+00:00,depth_cm_100,21.04,10.162001,26.7
