time_vektor,d_15cm,d_30cm,d_50cm,d_100cm,d_200cm
2023-11-05 18:07:53+00:00,10.239,10.400001,10.690001,11.4800005,12.879001
2023-11-05 19:07:51+00:00,10.27,10.410001,10.77,11.4800005,12.859
2023-11-05 20:07:52+00:00,10.239,10.419001,10.700001,11.459001,12.84
2023-11-05 21:07:56+00:00,10.259001,10.450001,10.72,11.459001,12.879001
2023-11-05 22:07:40+00:00,10.239,10.440001,10.7300005,11.450001,12.85
2023-11-05 23:07:45+00:00,10.229,10.450001,10.72,11.450001,12.900001
2023-11-06 00:09:16+00:00,10.200001,10.440001,10.77,11.450001,12.809001
2023-11-06 01:07:48+00:00,10.160001,10.440001,10.750001,11.440001,12.85
2023-11-06 02:07:39+00:00,10.099001,10.450001,10.799001,11.440001,12.84
2023-11-06 03:07:42+00:00,10.059,10.39,10.799001,11.43,12.84
2023-11-06 04:07:36+00:00,10.040001,10.379001,10.7300005,11.419001,12.84
2023-11-06 05:07:36+00:00,10.029,10.379001,10.77,11.419001,12.820001
2023-11-06 06:07:30+00:00,10.009001,10.379001,10.77,11.419001,12.84
2023-11-06 07:07:42+00:00,10.029,10.379001,10.780001,11.410001,12.84
2023-11-06 08:07:29+00:00,10.0,10.370001,10.77,11.410001,12.830001
2023-11-06 09:07:33+00:00,9.989,10.34,10.77,11.400001,12.830001
2023-11-06 10:07:31+00:00,10.080001,10.360001,10.740001,11.410001,12.84
2023-11-06 11:07:52+00:00,10.099001,10.370001,10.77,11.410001,12.84
2023-11-06 12:07:36+00:00,10.179001,10.39,10.759001,11.400001,12.820001
2023-11-06 13:07:20+00:00,10.27,10.410001,10.7300005,11.39,12.820001
2023-11-06 14:07:20+00:00,10.34,10.419001,10.7300005,11.39,12.759001
2023-11-06 15:08:57+00:00,10.39,10.4800005,10.759001,11.400001,12.809001
2023-11-06 16:07:23+00:00,10.410001,10.52,10.740001,11.379001,12.799001
2023-11-06 17:07:23+00:00,10.379001,10.530001,10.77,11.379001,12.799001
2023-11-06 18:08:50+00:00,10.34,10.570001,10.799001,11.370001,12.77
2023-11-06 19:08:54+00:00,10.229,10.549001,10.809001,11.370001,12.790001
2023-11-06 20:07:11+00:00,10.200001,10.530001,10.77,11.360001,12.799001
2023-11-06 21:07:21+00:00,10.139001,10.47,10.799001,11.370001,12.799001
2023-11-06 22:07:15+00:00,10.110001,10.459001,10.799001,11.360001,12.799001
2023-11-06 23:07:19+00:00,10.049001,10.450001,10.780001,11.349001,12.780001
2023-11-07 00:07:09+00:00,10.0,10.400001,10.799001,11.360001,12.77
2023-11-07 01:07:13+00:00,10.0,10.400001,10.799001,11.349001,12.77
2023-11-07 02:07:02+00:00,9.97,10.370001,10.77,11.349001,12.799001
2023-11-07 03:07:12+00:00,9.979,10.379001,10.759001,11.349001,12.790001
2023-11-07 04:07:11+00:00,9.929001,10.360001,10.77,11.349001,12.77
2023-11-07 05:07:22+00:00,9.910001,10.34,10.759001,11.349001,12.77
2023-11-07 06:06:54+00:00,9.849001,10.320001,10.700001,11.349001,12.750001
2023-11-07 07:06:53+00:00,9.799001,10.290001,10.72,11.34,12.77
2023-11-07 08:06:58+00:00,9.77,10.259001,10.709001,11.34,12.790001
2023-11-07 09:07:02+00:00,9.759001,10.239,10.709001,11.34,12.77
2023-11-07 10:08:29+00:00,9.860001,10.259001,10.72,11.330001,12.750001
2023-11-07 11:07:01+00:00,9.929001,10.239,10.690001,11.330001,12.759001
2023-11-07 12:06:55+00:00,10.02,10.259001,10.660001,11.320001,12.72
2023-11-07 13:06:55+00:00,10.059,10.259001,10.660001,11.320001,12.740001
2023-11-07 14:06:49+00:00,10.089001,10.290001,10.660001,11.309001,12.700001
2023-11-07 15:07:02+00:00,10.089001,10.290001,10.669001,11.309001,12.7300005
2023-11-07 16:06:54+00:00,10.120001,10.299001,10.660001,11.299001,12.7300005
2023-11-07 17:06:52+00:00,10.080001,10.34,10.68,11.299001,12.7300005
2023-11-07 18:06:42+00:00,10.059,10.349001,10.660001,11.299001,12.7300005
2023-11-07 19:08:23+00:00,9.989,10.34,10.700001,11.290001,12.72
2023-11-07 20:07:11+00:00,9.919001,10.309,10.660001,11.299001,12.72
2023-11-07 21:06:45+00:00,9.849001,10.290001,10.68,11.280001,12.7300005
2023-11-07 22:06:44+00:00,9.739,10.239,10.700001,11.280001,12.72
2023-11-07 23:06:48+00:00,9.700001,10.22,10.650001,11.280001,12.709001
2023-11-08 00:06:48+00:00,9.629001,10.200001,10.650001,11.27,12.700001
2023-11-08 01:06:32+00:00,9.620001,10.160001,10.660001,11.27,12.660001
2023-11-08 02:06:47+00:00,9.589001,10.150001,10.629001,11.27,12.7300005
2023-11-08 03:06:42+00:00,9.549001,10.099001,10.64,11.259001,12.68
2023-11-08 04:06:38+00:00,9.580001,10.129001,10.599001,11.259001,12.700001
2023-11-08 05:06:33+00:00,9.52,10.049001,10.59,11.250001,12.700001
2023-11-08 07:06:36+00:00,9.540001,10.049001,10.549001,11.240001,12.660001
2023-11-08 08:06:27+00:00,9.52,10.009001,10.559001,11.240001,12.660001
2023-11-08 09:06:27+00:00,9.549001,10.009001,10.500001,11.2300005,12.660001
2023-11-08 10:06:51+00:00,9.629001,10.02,10.52,11.2300005,12.690001
2023-11-08 11:06:20+00:00,9.700001,10.02,10.490001,11.22,12.660001
2023-11-08 12:07:52+00:00,9.790001,10.049001,10.4800005,11.22,12.660001
2023-11-08 13:08:01+00:00,9.860001,10.040001,10.47,11.22,12.650001
2023-11-08 14:06:13+00:00,9.97,10.110001,10.4800005,11.200001,12.660001
2023-11-08 15:06:23+00:00,10.02,10.129001,10.4800005,11.200001,12.660001
2023-11-08 16:06:22+00:00,10.040001,10.129001,10.509001,11.190001,12.629001
2023-11-08 17:06:32+00:00,10.009001,10.200001,10.490001,11.190001,12.660001
2023-11-08 18:06:17+00:00,9.939,10.179001,10.500001,11.190001,12.629001
2023-11-08 19:06:41+00:00,9.879001,10.179001,10.490001,11.18,12.64
2023-11-08 20:08:12+00:00,9.820001,10.150001,10.52,11.18,12.660001
2023-11-08 21:07:46+00:00,9.790001,10.150001,10.52,11.160001,12.660001
2023-11-08 22:06:28+00:00,9.779,10.160001,10.52,11.169001,12.650001
2023-11-08 23:06:07+00:00,9.729,10.160001,10.52,11.160001,12.68
2023-11-09 00:06:07+00:00,9.729,10.129001,10.52,11.150001,12.660001
2023-11-09 01:06:12+00:00,9.729,10.099001,10.500001,11.150001,12.650001
2023-11-09 02:06:05+00:00,9.709001,10.089001,10.530001,11.14,12.650001
2023-11-09 03:06:10+00:00,9.700001,10.070001,10.530001,11.14,12.629001
2023-11-09 04:06:09+00:00,9.700001,10.049001,10.4800005,11.14,12.599001
2023-11-09 05:06:05+00:00,9.700001,10.049001,10.4800005,11.14,12.599001
2023-11-09 06:06:03+00:00,9.660001,10.029,10.500001,11.14,12.629001
2023-11-09 07:05:58+00:00,9.639001,10.059,10.4800005,11.129001,12.620001
2023-11-09 08:05:56+00:00,9.660001,10.049001,10.459001,11.129001,12.610001
2023-11-09 09:06:01+00:00,9.660001,10.049001,10.4800005,11.129001,12.570001
2023-11-09 10:05:56+00:00,9.660001,10.029,10.47,11.120001,12.629001
2023-11-09 11:07:27+00:00,9.700001,10.029,10.459001,11.110001,12.59
2023-11-09 12:05:59+00:00,9.689,10.009001,10.459001,11.110001,12.610001
2023-11-09 13:07:26+00:00,9.729,10.040001,10.410001,11.110001,12.629001
2023-11-09 14:05:47+00:00,9.790001,10.02,10.450001,11.099001,12.610001
2023-11-09 15:07:39+00:00,9.820001,10.059,10.450001,11.110001,12.610001
2023-11-09 16:05:57+00:00,9.799001,10.099001,10.450001,11.09,12.570001
2023-11-09 17:05:51+00:00,9.799001,10.080001,10.450001,11.09,12.59
2023-11-09 18:05:40+00:00,9.77,10.059,10.440001,11.09,12.580001
2023-11-09 19:05:55+00:00,9.77,10.080001,10.450001,11.09,12.59
2023-11-09 20:05:44+00:00,9.77,10.080001,10.450001,11.080001,12.549001
2023-11-09 21:05:33+00:00,9.77,10.089001,10.450001,11.070001,12.559001
2023-11-09 22:05:42+00:00,9.729,10.059,10.47,11.070001,12.559001
2023-11-09 23:05:47+00:00,9.689,10.029,10.450001,11.070001,12.530001
2023-11-10 00:05:36+00:00,9.629001,10.040001,10.410001,11.059001,12.549001
2023-11-10 01:05:35+00:00,9.620001,10.009001,10.410001,11.059001,12.570001
2023-11-10 02:05:30+00:00,9.589001,10.009001,10.440001,11.059001,12.549001
2023-11-10 03:05:35+00:00,9.570001,10.02,10.39,11.059001,12.530001
2023-11-10 04:05:33+00:00,9.52,10.009001,10.410001,11.049001,12.549001
2023-11-10 05:05:33+00:00,9.450001,9.979,10.39,11.049001,12.549001
2023-11-10 06:05:22+00:00,9.379001,9.97,10.410001,11.040001,12.549001
2023-11-10 07:05:28+00:00,9.330001,9.919001,10.410001,11.040001,12.549001
2023-11-10 08:05:41+00:00,9.239,9.879001,10.360001,11.040001,12.540001
2023-11-10 09:05:35+00:00,9.239,9.820001,10.379001,11.040001,12.549001
2023-11-10 10:05:30+00:00,9.320001,9.820001,10.360001,11.040001,12.52
2023-11-10 11:05:29+00:00,9.339001,9.790001,10.330001,11.02,12.52
2023-11-10 12:05:29+00:00,9.389001,9.790001,10.330001,11.009001,12.500001
2023-11-10 13:05:23+00:00,9.459001,9.809,10.34,11.009001,12.52
2023-11-10 14:05:18+00:00,9.479,9.799001,10.34,11.009001,12.540001
2023-11-10 15:05:21+00:00,9.5,9.809,10.299001,11.009001,12.52
2023-11-10 16:05:15+00:00,9.52,9.799001,10.27,11.000001,12.540001
2023-11-10 17:05:15+00:00,9.479,9.839001,10.299001,11.000001,12.530001
2023-11-10 18:06:46+00:00,9.439,9.879001,10.299001,10.990001,12.490001
2023-11-10 19:05:19+00:00,9.410001,9.839001,10.27,10.990001,12.540001
2023-11-10 20:05:08+00:00,9.299001,9.799001,10.280001,10.9800005,12.52
2023-11-10 21:05:13+00:00,9.22,9.77,10.290001,10.97,12.4800005
2023-11-10 22:05:01+00:00,9.169001,9.77,10.280001,10.959001,12.509001
2023-11-10 23:05:16+00:00,9.200001,9.729,10.229,10.959001,12.4800005
2023-11-11 00:05:05+00:00,9.150001,9.700001,10.27,10.959001,12.4800005
2023-11-11 01:05:07+00:00,9.089001,9.689,10.200001,10.950001,12.4800005
2023-11-11 02:04:59+00:00,9.089001,9.650001,10.22,10.940001,12.4800005
2023-11-11 03:06:36+00:00,9.049001,9.679001,10.209001,10.940001,12.459001
2023-11-11 04:06:35+00:00,9.009001,9.660001,10.179001,10.93,12.459001
2023-11-11 05:04:57+00:00,8.979,9.589001,10.179001,10.93,12.450001
2023-11-11 06:04:56+00:00,8.950001,9.570001,10.160001,10.93,12.47
2023-11-11 07:05:01+00:00,8.97,9.52,10.160001,10.93,12.4800005
2023-11-11 08:04:55+00:00,8.950001,9.509001,10.129001,10.910001,12.459001
2023-11-11 09:04:59+00:00,8.910001,9.489,10.059,10.910001,12.490001
2023-11-11 10:04:59+00:00,8.879001,9.479,10.070001,10.910001,12.47
2023-11-11 11:05:03+00:00,8.889001,9.450001,10.049001,10.900001,12.459001
2023-11-11 12:04:53+00:00,8.950001,9.479,10.040001,10.89,12.450001
2023-11-11 13:04:52+00:00,9.0,9.450001,10.049001,10.879001,12.459001
2023-11-11 14:04:46+00:00,9.049001,9.450001,10.029,10.879001,12.43
2023-11-11 15:04:45+00:00,9.059,9.450001,10.049001,10.870001,12.440001
2023-11-11 16:06:22+00:00,9.049001,9.450001,10.02,10.849001,12.4800005
2023-11-11 17:04:49+00:00,9.04,9.479,10.02,10.849001,12.47
2023-11-11 18:04:43+00:00,8.97,9.47,9.989,10.849001,12.410001
2023-11-11 19:04:53+00:00,8.950001,9.450001,10.0,10.830001,12.440001
2023-11-11 20:04:42+00:00,8.879001,9.419001,9.979,10.830001,12.450001
2023-11-11 21:04:47+00:00,8.839001,9.410001,9.979,10.830001,12.419001
2023-11-11 22:04:36+00:00,8.77,9.339001,9.959001,10.820001,12.410001
2023-11-11 23:04:36+00:00,8.77,9.330001,9.939,10.809001,12.43
2023-11-12 00:04:40+00:00,8.709001,9.309,9.939,10.799001,12.410001
2023-11-12 01:04:34+00:00,8.729,9.27,9.929001,10.790001,12.419001
2023-11-12 02:04:38+00:00,8.72,9.27,9.919001,10.780001,12.400001
2023-11-12 03:04:33+00:00,8.669001,9.239,9.919001,10.780001,12.43
2023-11-12 04:04:32+00:00,8.689,9.25,9.849001,10.77,12.440001
2023-11-12 05:04:32+00:00,8.650001,9.200001,9.910001,10.759001,12.410001
2023-11-12 06:04:31+00:00,8.620001,9.169001,9.830001,10.759001,12.410001
2023-11-12 07:04:37+00:00,8.479,9.179001,9.839001,10.750001,12.419001
2023-11-12 08:04:34+00:00,8.419001,9.139001,9.779,10.740001,12.410001
2023-11-12 09:04:29+00:00,8.419001,9.089001,9.77,10.7300005,12.370001
2023-11-12 10:04:24+00:00,8.439,9.089001,9.799001,10.7300005,12.39
2023-11-12 11:04:22+00:00,8.529,9.059,9.75,10.709001,12.360001
2023-11-12 12:04:22+00:00,8.620001,9.059,9.729,10.700001,12.34
2023-11-12 13:04:26+00:00,8.700001,9.099,9.709001,10.700001,12.379001
2023-11-12 14:04:11+00:00,8.79,9.099,9.700001,10.690001,12.379001
2023-11-12 15:04:20+00:00,8.849,9.129001,9.72,10.68,12.360001
2023-11-12 16:04:19+00:00,8.830001,9.160001,9.689,10.68,12.379001
2023-11-12 17:04:29+00:00,8.870001,9.169001,9.679001,10.68,12.379001
2023-11-12 18:04:19+00:00,8.809,9.169001,9.729,10.650001,12.349001
2023-11-12 19:04:22+00:00,8.77,9.22,9.700001,10.650001,12.379001
2023-11-12 20:05:59+00:00,8.75,9.160001,9.729,10.64,12.379001
2023-11-12 21:04:16+00:00,8.700001,9.179001,9.700001,10.629001,12.34
2023-11-12 22:04:10+00:00,8.679001,9.160001,9.700001,10.620001,12.34
2023-11-12 23:04:10+00:00,8.650001,9.150001,9.700001,10.620001,12.400001
2023-11-13 00:04:04+00:00,8.599,9.099,9.700001,10.599001,12.34
2023-11-13 01:07:13+00:00,8.559,9.110001,9.660001,10.610001,12.349001
2023-11-13 02:04:08+00:00,8.450001,9.070001,9.660001,10.599001,12.309001
2023-11-13 03:05:49+00:00,8.349,9.0,9.679001,10.59,12.309001
2023-11-13 04:04:01+00:00,8.229,9.0,9.629001,10.580001,12.309001
2023-11-13 05:04:02+00:00,8.08,8.950001,9.629001,10.570001,12.330001
2023-11-13 06:04:05+00:00,7.9790006,8.889001,9.629001,10.570001,12.320001
2023-11-13 07:03:59+00:00,7.879,8.779,9.589001,10.559001,12.34
2023-11-13 08:05:31+00:00,7.82,8.77,9.589001,10.559001,12.309001
2023-11-13 09:03:53+00:00,7.7200003,8.669001,9.559,10.540001,12.290001
2023-11-13 10:05:24+00:00,7.7500005,8.629001,9.540001,10.540001,12.299001
2023-11-13 11:03:57+00:00,7.7700005,8.589001,9.489,10.530001,12.299001
2023-11-13 12:03:46+00:00,7.8500004,8.570001,9.47,10.52,12.299001
2023-11-13 13:05:23+00:00,7.9200006,8.570001,9.429001,10.509001,12.290001
2023-11-13 14:03:50+00:00,7.9500003,8.549001,9.370001,10.500001,12.27
2023-11-13 15:03:39+00:00,8.049001,8.580001,9.379001,10.490001,12.299001
2023-11-13 16:03:49+00:00,8.029,8.570001,9.370001,10.4800005,12.290001
2023-11-13 17:05:25+00:00,8.04,8.570001,9.349,10.47,12.290001
2023-11-13 18:03:52+00:00,8.059,8.559,9.360001,10.459001,12.299001
2023-11-13 19:03:41+00:00,8.139,8.599,9.290001,10.440001,12.280001
2023-11-13 20:03:36+00:00,8.160001,8.599,9.299001,10.440001,12.280001
2023-11-13 21:03:56+00:00,8.229,8.599,9.27,10.43,12.299001
2023-11-13 22:03:29+00:00,8.259001,8.650001,9.299001,10.410001,12.27
2023-11-13 23:03:34+00:00,8.279,8.679001,9.279,10.410001,12.240001
2023-11-14 01:03:38+00:00,8.400001,8.72,9.27,10.379001,12.2300005
2023-11-14 02:03:27+00:00,8.429001,8.729,9.27,10.379001,12.2300005
2023-11-14 03:03:47+00:00,8.479,8.729,9.27,10.360001,12.250001
2023-11-14 04:03:30+00:00,8.549001,8.77,9.279,10.360001,12.240001
2023-11-14 05:03:30+00:00,8.589001,8.799001,9.27,10.34,12.27
2023-11-14 06:03:25+00:00,8.660001,8.860001,9.330001,10.34,12.240001
2023-11-14 07:03:36+00:00,8.729,8.879001,9.299001,10.330001,12.200001
2023-11-14 08:03:33+00:00,8.779,8.929001,9.320001,10.320001,12.240001
2023-11-14 09:03:18+00:00,8.839001,8.919001,9.299001,10.309,12.2300005
2023-11-14 10:03:27+00:00,8.919001,9.02,9.320001,10.309,12.200001
2023-11-14 11:03:22+00:00,9.009001,9.029,9.339001,10.309,12.200001
2023-11-14 12:03:16+00:00,9.110001,9.089001,9.330001,10.290001,12.2300005
2023-11-14 13:03:25+00:00,9.229,9.099,9.379001,10.290001,12.2300005
2023-11-14 14:03:24+00:00,9.290001,9.169001,9.410001,10.280001,12.22
2023-11-14 15:03:18+00:00,9.299001,9.25,9.439,10.280001,12.2300005
2023-11-14 16:03:18+00:00,9.349,9.339001,9.439,10.280001,12.200001
2023-11-14 17:03:22+00:00,9.379001,9.330001,9.450001,10.27,12.209001
2023-11-14 18:03:17+00:00,9.330001,9.360001,9.52,10.259001,12.209001
2023-11-14 19:03:26+00:00,9.349,9.379001,9.570001,10.27,12.18
2023-11-14 20:03:15+00:00,9.330001,9.410001,9.570001,10.259001,12.200001
2023-11-14 21:03:09+00:00,9.339001,9.410001,9.589001,10.259001,12.18
2023-11-14 22:03:10+00:00,9.349,9.410001,9.580001,10.259001,12.200001
2023-11-14 23:03:13+00:00,9.330001,9.439,9.589001,10.259001,12.190001
2023-11-15 00:03:13+00:00,9.309,9.450001,9.629001,10.259001,12.200001
2023-11-15 01:03:07+00:00,9.309,9.47,9.660001,10.259001,12.150001
2023-11-15 02:03:01+00:00,9.360001,9.450001,9.660001,10.259001,12.18
2023-11-15 03:04:43+00:00,9.339001,9.459001,9.660001,10.27,12.169001
2023-11-15 04:02:55+00:00,9.349,9.479,9.629001,10.259001,12.169001
2023-11-15 05:03:04+00:00,9.299001,9.479,9.689,10.27,12.14
2023-11-15 06:03:09+00:00,9.299001,9.5,9.660001,10.27,12.169001
2023-11-15 07:02:48+00:00,9.279,9.489,9.72,10.27,12.129001
2023-11-15 08:02:57+00:00,9.229,9.459001,9.709001,10.280001,12.160001
2023-11-15 09:02:53+00:00,9.229,9.479,9.709001,10.280001,12.14
2023-11-15 10:02:56+00:00,9.229,9.450001,9.75,10.280001,12.14
2023-11-15 11:02:55+00:00,9.309,9.47,9.729,10.280001,12.160001
2023-11-15 12:02:50+00:00,9.389001,9.479,9.709001,10.280001,12.160001
2023-11-15 13:02:49+00:00,9.389001,9.5,9.759001,10.280001,12.120001
2023-11-15 14:02:48+00:00,9.479,9.52,9.759001,10.280001,12.120001
2023-11-15 15:02:48+00:00,9.5,9.580001,9.75,10.290001,12.110001
2023-11-15 16:02:42+00:00,9.509001,9.599001,9.77,10.290001,12.129001
2023-11-15 17:02:41+00:00,9.5,9.599001,9.729,10.290001,12.120001
2023-11-15 18:02:46+00:00,9.5,9.610001,9.77,10.280001,12.14
2023-11-15 19:02:45+00:00,9.459001,9.650001,9.779,10.290001,12.099001
2023-11-15 20:02:45+00:00,9.379001,9.599001,9.790001,10.290001,12.110001
2023-11-15 21:02:34+00:00,9.330001,9.610001,9.799001,10.290001,12.099001
2023-11-15 22:02:38+00:00,9.259001,9.580001,9.839001,10.290001,12.110001
2023-11-15 23:02:37+00:00,9.200001,9.589001,9.820001,10.290001,12.070001
2023-11-16 00:02:47+00:00,9.229,9.549001,9.799001,10.299001,12.120001
2023-11-16 01:02:36+00:00,9.189,9.52,9.830001,10.290001,12.080001
2023-11-16 02:02:35+00:00,9.169001,9.489,9.799001,10.299001,12.070001
2023-11-16 03:02:35+00:00,9.129001,9.479,9.820001,10.309,12.09
2023-11-16 04:04:02+00:00,9.129001,9.479,9.820001,10.299001,12.070001
2023-11-16 05:02:24+00:00,9.129001,9.450001,9.799001,10.309,12.070001
2023-11-16 06:02:28+00:00,9.089001,9.479,9.779,10.299001,12.049001
2023-11-16 07:02:29+00:00,9.080001,9.489,9.790001,10.309,12.070001
2023-11-16 08:02:27+00:00,9.089001,9.429001,9.790001,10.309,12.049001
2023-11-16 09:02:26+00:00,9.089001,9.450001,9.77,10.299001,12.070001
2023-11-16 10:02:17+00:00,9.02,9.400001,9.799001,10.309,12.040001
2023-11-16 11:02:25+00:00,9.029,9.389001,9.799001,10.309,12.09
2023-11-16 12:02:25+00:00,9.009001,9.379001,9.77,10.309,12.049001
2023-11-16 13:02:14+00:00,8.959001,9.339001,9.75,10.299001,12.030001
2023-11-16 14:02:19+00:00,8.950001,9.339001,9.77,10.309,11.9800005
2023-11-16 15:02:12+00:00,8.959001,9.349,9.739,10.309,12.040001
2023-11-16 16:02:12+00:00,8.849,9.320001,9.75,10.290001,12.030001
2023-11-16 17:02:16+00:00,8.779,9.27,9.729,10.299001,12.02
2023-11-16 18:03:42+00:00,8.669001,9.25,9.709001,10.290001,12.02
2023-11-16 19:02:14+00:00,8.52,9.209001,9.700001,10.290001,12.000001
2023-11-16 20:02:09+00:00,8.410001,9.150001,9.709001,10.290001,11.990001
2023-11-16 21:02:13+00:00,8.27,9.089001,9.700001,10.290001,11.9800005
2023-11-16 22:02:13+00:00,8.139,9.0,9.629001,10.290001,12.009001
2023-11-16 23:02:12+00:00,8.02,8.950001,9.629001,10.280001,12.009001
2023-11-17 00:02:06+00:00,7.9290004,8.870001,9.610001,10.280001,12.000001
2023-11-17 01:01:55+00:00,7.839,8.779,9.570001,10.27,12.02
2023-11-17 02:02:05+00:00,7.7900004,8.739,9.549001,10.27,11.9800005
2023-11-17 03:02:11+00:00,7.7500005,8.650001,9.479,10.27,11.990001
2023-11-17 04:01:58+00:00,7.689,8.610001,9.450001,10.259001,11.9800005
2023-11-17 05:01:58+00:00,7.6700006,8.570001,9.419001,10.259001,12.000001
2023-11-17 06:01:52+00:00,7.6200004,8.5,9.379001,10.259001,11.990001
2023-11-17 07:02:02+00:00,7.6000004,8.479,9.339001,10.239,11.9800005
2023-11-17 08:01:51+00:00,7.5800004,8.410001,9.290001,10.229,12.009001
2023-11-17 09:01:56+00:00,7.5400004,8.370001,9.27,10.229,11.97
2023-11-17 10:01:49+00:00,7.589,8.389,9.229,10.209001,11.97
2023-11-17 11:01:54+00:00,7.629,8.370001,9.189,10.209001,11.959001
2023-11-17 12:01:43+00:00,7.7200003,8.339001,9.160001,10.200001,11.97
2023-11-17 13:01:42+00:00,7.7700005,8.349,9.139001,10.179001,11.950001
2023-11-17 14:01:53+00:00,7.8600006,8.360001,9.139001,10.179001,11.950001
2023-11-17 15:01:36+00:00,7.8500004,8.379001,9.099,10.169001,11.940001
2023-11-17 16:01:46+00:00,7.8600006,8.400001,9.099,10.160001,11.940001
2023-11-17 17:01:56+00:00,7.8900003,8.400001,9.089001,10.139001,11.97
2023-11-17 18:01:35+00:00,7.879,8.400001,9.080001,10.129001,11.910001
2023-11-17 19:01:54+00:00,7.8700004,8.349,9.049001,10.120001,11.919001
2023-11-17 20:01:38+00:00,7.8300004,8.400001,9.080001,10.110001,11.950001
2023-11-17 21:01:42+00:00,7.7200003,8.379001,9.049001,10.099001,11.950001
2023-11-17 22:01:37+00:00,7.6600003,8.339001,9.02,10.089001,11.950001
2023-11-17 23:01:31+00:00,7.6600003,8.339001,9.02,10.080001,11.910001
2023-11-18 00:01:35+00:00,7.6400003,8.279,9.029,10.070001,11.940001
2023-11-18 01:01:36+00:00,7.589,8.279,8.989,10.059,11.940001
2023-11-18 02:01:34+00:00,7.5200005,8.239,9.0,10.059,11.910001
2023-11-18 03:01:33+00:00,7.4700003,8.25,8.959001,10.049001,11.910001
2023-11-18 04:01:43+00:00,7.4100003,8.160001,8.939,10.029,11.940001
2023-11-18 05:01:27+00:00,7.4100003,8.139,8.919001,10.029,11.900001
2023-11-18 06:01:21+00:00,7.3700004,8.129001,8.910001,10.009001,11.849001
2023-11-18 07:01:27+00:00,7.2700005,8.08,8.900001,10.0,11.93
2023-11-18 08:01:25+00:00,7.2000003,8.059,8.879001,9.989,11.910001
2023-11-18 09:02:57+00:00,7.1600003,8.049001,8.839001,9.989,11.89
2023-11-18 10:01:24+00:00,7.1600003,7.9500003,8.839001,9.979,11.860001
2023-11-18 11:01:13+00:00,7.2100005,7.9600005,8.839001,9.959001,11.879001
2023-11-18 12:01:29+00:00,7.2790003,7.9290004,8.839001,9.950001,11.879001
2023-11-18 13:01:22+00:00,7.3,7.9500003,8.77,9.950001,11.910001
2023-11-18 14:01:21+00:00,7.379,7.9390006,8.729,9.939,11.860001
2023-11-18 15:01:21+00:00,7.4200006,7.9390006,8.729,9.919001,11.89
2023-11-18 16:01:25+00:00,7.379,7.9290004,8.729,9.919001,11.89
2023-11-18 17:01:20+00:00,7.379,7.9790006,8.700001,9.900001,11.919001
2023-11-18 18:01:14+00:00,7.339,7.9790006,8.729,9.900001,11.870001
2023-11-18 19:01:08+00:00,7.339,7.9700003,8.700001,9.889001,11.870001
2023-11-18 20:01:08+00:00,7.2700005,7.9600005,8.700001,9.870001,11.879001
2023-11-18 21:01:12+00:00,7.2790003,7.9290004,8.660001,9.870001,11.870001
2023-11-18 22:01:06+00:00,7.2500005,7.9290004,8.650001,9.849001,11.820001
2023-11-18 23:01:06+00:00,7.2000003,7.9100003,8.639,9.849001,11.870001
2023-11-19 00:00:59+00:00,7.189,7.879,8.620001,9.839001,11.830001
2023-11-19 01:01:04+00:00,7.2000003,7.8700004,8.650001,9.820001,11.84
2023-11-19 02:00:54+00:00,7.189,7.8500004,8.629001,9.820001,11.830001
2023-11-19 03:00:52+00:00,7.2100005,7.8100004,8.599,9.799001,11.849001
2023-11-19 04:02:44+00:00,7.26,7.8600006,8.610001,9.799001,11.84
2023-11-19 05:01:01+00:00,7.32,7.8500004,8.610001,9.790001,11.84
2023-11-19 06:00:56+00:00,7.4100003,7.8500004,8.529,9.779,11.84
2023-11-19 07:00:55+00:00,7.4890003,7.879,8.570001,9.77,11.84
2023-11-19 08:00:49+00:00,7.589,7.9000006,8.549001,9.759001,11.84
2023-11-19 09:00:54+00:00,7.7200003,7.9390006,8.559,9.75,11.809001
2023-11-19 10:01:00+00:00,7.839,7.9890003,8.549001,9.739,11.799001
2023-11-19 11:00:47+00:00,8.009001,8.08,8.589001,9.729,11.809001
2023-11-19 12:01:07+00:00,8.139,8.120001,8.549001,9.72,11.830001
2023-11-19 13:00:51+00:00,8.299001,8.169001,8.589001,9.709001,11.790001
2023-11-19 14:00:46+00:00,8.410001,8.259001,8.589001,9.709001,11.790001
2023-11-19 15:00:50+00:00,8.5,8.339001,8.620001,9.689,11.799001
2023-11-19 16:00:49+00:00,8.52,8.389,8.660001,9.700001,11.780001
2023-11-19 17:00:49+00:00,8.549001,8.450001,8.729,9.689,11.780001
2023-11-19 18:00:43+00:00,8.589001,8.52,8.729,9.679001,11.740001
2023-11-19 19:02:19+00:00,8.629001,8.570001,8.729,9.679001,11.799001
2023-11-19 20:00:42+00:00,8.660001,8.599,8.77,9.669001,11.799001
2023-11-19 21:00:47+00:00,8.660001,8.629001,8.809,9.669001,11.780001
2023-11-19 22:00:35+00:00,8.709001,8.669001,8.839001,9.669001,11.77
2023-11-19 23:00:40+00:00,8.729,8.700001,8.879001,9.669001,11.759001
2023-11-20 00:02:06+00:00,8.75,8.77,8.849,9.669001,11.759001
2023-11-20 01:00:38+00:00,8.779,8.77,8.910001,9.660001,11.7300005
